hop,source,target,raw_edge_effect,transmission_effect,incoming_shock,propagated_shock
3,^NSEI,WIPRO.NS,0.5277434950499413,0.04786673222202709,-0.0296444636965612,-0.0007804409830958942
3,^NSEI,INFY.NS,0.5172992203315149,0.04691942864388844,-0.0296444636965612,-0.0007649957145034296
3,^NSEI,MARUTI.NS,0.512368391886644,0.04647219879261182,-0.0296444636965612,-0.0007577038755038261
3,^NSEI,TCS.NS,0.4954410470058159,0.04493687587107809,-0.0296444636965612,-0.0007326712719683783
3,^NSEI,HCLTECH.NS,0.4869955571379644,0.04417086358332827,-0.0296444636965612,-0.0007201818590679527
3,^NSEI,ITC.NS,0.4516433517217829,0.040964391943248045,-0.0296444636965612,-0.0006679020863973265
3,INFY.NS,TCS.NS,0.7201836318271244,0.28168621389031334,-0.03144464273533066,-0.004871637297586863
3,INFY.NS,HCLTECH.NS,0.692097957905166,0.27070103344187263,-0.03144464273533066,-0.004681653506565466
3,INFY.NS,WIPRO.NS,0.6271067249092726,0.24528094119091326,-0.03144464273533066,-0.004242024361043655
3,INFY.NS,^NSEI,0.5172992203315149,0.20233181147690074,-0.03144464273533066,-0.003499238339235881
4,INFY.NS,TCS.NS,0.7201836318271244,0.28168621389031334,-0.01459921279989347,-0.002261818338659546
4,INFY.NS,HCLTECH.NS,0.692097957905166,0.27070103344187263,-0.01459921279989347,-0.0021736120958029373
4,INFY.NS,WIPRO.NS,0.6271067249092726,0.24528094119091326,-0.01459921279989347,-0.0019694997609123644
4,INFY.NS,^NSEI,0.5172992203315149,0.20233181147690074,-0.01459921279989347,-0.0016246368445665613
4,HCLTECH.NS,INFY.NS,0.692097957905166,0.28376545575221934,-0.01393006757016194,-0.0021740795849884177
4,HCLTECH.NS,TCS.NS,0.6667515936638665,0.2733732525699356,-0.01393006757016194,-0.002094459334095782
4,HCLTECH.NS,WIPRO.NS,0.5931337869817648,0.24318938881767785,-0.01393006757016194,-0.0018632045402171506
